priority,need,fit,name,corp_code,stock_code,listed,sector,industry,type,rev,cagr3,ebitda,ebitda_m,net_debt,nd_ebitda,debt_ratio,curr_ratio,cash,draw_3y,dep_ratio,nd_per_rev,gap_12m,gap_3y,gap_basis,fs_year,fs_source,fs_ocf,fs_capex,fs_dividend,fs_lease_repay,fs_fcf,fs_gross_debt,fs_borrowings_st,fs_d_net_debt_measured,fs_uses_direct,fs_residual,fs_residual_pct,fs_ebitda_source,angle_primary,angles_detail,min_cash_pct,min_cash_basis,runway_m,status,last_funding_date,last_funding_nm,drivers
69.2,44,77.7,만도브로제(주),00916437,,false,제조업,자동차·트레일러,TIGHT(유동성형),2644.5,0.093,194.5,0.074,786.2,4,1.695,0.78,59.1,486.6,0.978,0.48,449,1342,measured_cashbridge,2025,audit,107.5,522.3,,,-414.8,845.3,449.7,33.1,522.2,-381.5,0.1443,op+dep,부실·리파이낸싱,부실·리파이낸싱(positive): 레버리지 부담은 크나 매출 회복 + 마진 반등 — 시황 저점 진입 가능성 | 성장자금형(positive): 매출 CAGR 9% + 마진 유지 · capex/매출 19.8%,0.02,company_history,,UNLISTED_BLIND,,,순부채/EBITDA 4.0x / 3년 순부채 +487억 vs EBITDA합 498억 / 유동비율 78% / 현금/매출 2%
69.2,57.6,53.1,(주)대우컴프레셔,01152179,,false,제조업,전기장비,REFI(롤오버형),458.6,0.006,38.7,0.084,289.8,7.5,1.766,0.778,1.8,56.1,0.696,7.02,42,89,measured_cashbridge,2025,audit,3.2,6,,,-2.8,291.6,208.6,3.9,7,0,0,op+dep,부실·리파이낸싱,부실·리파이낸싱(positive): 레버리지 부담은 크나 매출 회복 + 마진 반등 — 시황 저점 진입 가능성,0.02,company_history,,UNLISTED_BLIND,,,순부채/EBITDA 7.5x / 3년 순부채 +56억 vs EBITDA합 81억 / 매출 1원 성장에 순부채 7.02원 / 유동비율 78% / 현금/매출 0%
69.2,36.6,91,(주)일렉스,01226313,,false,제조업,고무·플라스틱제품,GROWTH(성장자금형),1428.4,0.171,152.2,0.107,259.6,1.7,3.81,0.954,56.4,214.7,1.209,0.319,0,0,measured_cashbridge,2025,audit,114.1,39.4,20.3,,74.7,316,221,-58.8,63.4,-8.1,0.0057,op+dep,부실·리파이낸싱,부실·리파이낸싱(positive): 레버리지 부담은 크나 매출 회복 + 마진 반등 — 시황 저점 진입 가능성 | 성장자금형(positive): 매출 CAGR 17% + 마진 유지 · capex/매출 2.8%,0.02,company_history,,UNLISTED_BLIND,,,부채비율 381% / 3년 순부채 +215억 vs EBITDA합 178억 / 유동비율 95% / 현금/매출 4%
69.2,44.5,76.8,프리닉스(주),01228931,,false,제조업,전자부품·컴퓨터·통신장비,WC_BURN(운전자본형),660.6,0.215,86.5,0.068,380.4,4.4,1.795,1.157,145.3,291,1.012,0.512,11,282,measured_cashbridge,2025,api,-2.8,80.2,,,-82.9,525.7,524.8,169.9,209.4,-42.3,0.064,unavailable,부실·리파이낸싱,부실·리파이낸싱(neutral): 레버리지·유동성 부담 — 구조적/일시적 판단 보류 | 성장자금형(negative): 매출 CAGR 22% 인데 EBITDA마진 5.9%p 훼손 — 기존사업 하락을 외형성장으로 마스킹하는지 확인 필요,0.032,company_history,623,,,,순부채/EBITDA 4.4x / EBITDA마진 13%→7% / 3년 순부채 +291억 vs EBITDA합 288억 / 매출 1원 성장에 순부채 0.51원 / 유동비율 116%
69.2,59.9,49.1,(주)아산마트,01261255,,false,도소매,도매·상품중개,REFI(롤오버형),433.5,-0.027,36.3,0.084,425.1,11.7,1.873,0.851,0.9,271.9,2.825,,7,7,measured_cashbridge,2025,audit,17.4,0.7,,,16.7,426,55.6,-12.1,4.4,0.9,0.0021,op+dep,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 0/3년),0.008,company_history,,,,,순부채/EBITDA 11.7x / 3년 순부채 +272억 vs EBITDA합 96억 / 유동비율 85% / 현금/매출 0%
69.2,60.5,47.9,성신레미컨(주),01344488,,false,제조업,비금속 광물제품,DISTRESS(구조조정형),1165.2,-0.001,-10.9,-0.009,449,,1.276,0.359,0.1,40,0.235,0.269,112,290,measured_cashbridge,2025,audit,-31.8,8.8,,,-45.8,449.1,431.6,45.9,14.2,0,0,op+dep,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 1/3년),0.02,company_history,0,,,,EBITDA 적자 -11억 / EBITDA마진 5%→-1% / 3년 순부채 +40억 vs EBITDA합 170억 / 유동비율 36% / 현금/매출 0% / 현금 2년 연속 감소 / 런웨이 0개월
69.2,56.5,55.2,영재산업(주),01555011,,false,제조업,자동차·트레일러,TIGHT(유동성형),443,0.215,9.1,0.021,90.3,9.9,7.809,0.116,0,-10.1,-0.343,-0.06,26,37,measured_cashbridge,2025,audit,3.6,1.1,,,2.5,90.3,90.3,0,0.6,3,0.0068,op+dep,부실·리파이낸싱,부실·리파이낸싱(neutral): 레버리지·유동성 부담 — 구조적/일시적 판단 보류,0.02,company_history,,,,,순부채/EBITDA 9.9x / 부채비율 781% / 유동비율 12% / 현금/매출 0% / 현금 2년 연속 감소
69.2,79.7,13.5,(주)와식자재몰,01843819,,false,도소매,소매(자동차 제외),DISTRESS(구조조정형),586.1,,31.4,0.054,447,14.2,-338.947,0.078,5.4,462.3,3,0.9,36,77,measured_cashbridge,2025,audit,16.7,1.7,,,15,452.4,452.4,-15.3,1.3,0,0,op+dep,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 2/3년 · 자본잠식),0.009,company_history,,,,,순부채/EBITDA 14.2x / 자본잠식 / 3년 순부채 +462억 vs EBITDA합 -4억 / 매출 1원 성장에 순부채 0.90원 / 유동비율 8% / 현금/매출 1% / 현금 2년 연속 감소 / 영업적자 2/3년
69.2,83,7.5,(주)케이커머디티,01446272,,false,도소매,도매·상품중개,REFI(롤오버형),450.4,-0.043,1.4,0.003,24.4,17.8,-1.241,0.194,0.6,18.9,3.003,,6,,netdebt_inferred,,,,,,,,,,,,,,,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 1/3년 · 자본잠식),0.008,company_history,29,,,,순부채/EBITDA 17.8x / 자본잠식 / 3년 순부채 +19억 vs EBITDA합 6억 / 유동비율 19% / 현금/매출 0% / 현금 2년 연속 감소
69.2,60.2,48.4,(주)덕양가스,01523650,,false,제조업,화학물질·화학제품,REFI(롤오버형),943.1,0.032,29.2,0.031,237,8.1,2.306,0.884,95,147.1,1.471,0.596,12,178,measured_cashbridge,2025,audit,33.4,99.1,4,,-65.7,332,149.3,145.2,101,77.6,0.0823,op+dep,부실·리파이낸싱,부실·리파이낸싱(neutral): 레버리지·유동성 부담 — 구조적/일시적 판단 보류,0.024,company_history,,UNLISTED_BLIND,,,순부채/EBITDA 8.1x / 부채비율 231% (3년 66%p↑) / 3년 순부채 +147억 vs EBITDA합 100억 / 매출 1원 성장에 순부채 0.60원 / 유동비율 88%
69.1,45.1,75.2,케이사인,00925550,,false,정보통신,출판업,WC_BURN(운전자본형),518.7,0.116,40.9,0.079,-44.3,-1.1,0.658,1.057,553.5,424.5,2.017,2.911,0,,netdebt_inferred,,,,,,,,,,,,,,,성장,성장자금형(negative): 매출 CAGR 12% 인데 EBITDA마진 12.3%p 훼손 — 기존사업 하락을 외형성장으로 마스킹하는지 확인 필요,0.1,company_history,,,,,EBITDA마진 20%→8% / 3년 순부채 +425억 vs EBITDA합 210억 / 매출 1원 성장에 순부채 2.91원 / 유동비율 106%
69.1,61.9,45,(주)켐필드인터내셔널,01633744,,false,도소매,도매·상품중개,REFI(롤오버형),565.6,,3.8,0.007,46.3,12.2,2.001,1.178,8.5,35.3,1.487,0.065,30,68,measured_cashbridge,2025,audit,-14.3,0,0,,-14.3,54.8,54.8,14,0,-0.3,0.0005,op+dep,부실·리파이낸싱,부실·리파이낸싱(neutral): 레버리지·유동성 부담 — 구조적/일시적 판단 보류,0.008,company_history,7,,,,순부채/EBITDA 12.2x / 부채비율 200% (3년 200%p↑) / 3년 순부채 +35억 vs EBITDA합 24억 / 유동비율 118% / 현금/매출 2% / 런웨이 7개월
69.1,62.9,43.1,대륜산업(주),00532518,,false,제조업,기타 기계·장비,REFI(롤오버형),327.5,0.002,17.3,0.053,215.6,12.5,1.877,0.906,29.9,114.9,1.593,1.99,54,183,measured_cashbridge,2025,audit,-1.2,50.8,,,-52.1,245.5,123.2,51,47.5,2.3,0.0069,op+dep,부실·리파이낸싱,부실·리파이낸싱(neutral): 레버리지·유동성 부담 — 구조적/일시적 판단 보류,0.02,company_history,299,,,,순부채/EBITDA 12.5x / 3년 순부채 +115억 vs EBITDA합 72억 / 매출 1원 성장에 순부채 1.99원 / 유동비율 91%
69.1,45.3,75,(주)루트제이드,00579713,,false,제조업,전기장비,DISTRESS(구조조정형),453.3,0.512,68.5,0.151,137.3,2,0.755,0.88,9,139.3,3,1.094,66,176,measured_cashbridge,2025,audit,-30.6,10.2,,,-40.8,146.3,143,71.7,161.6,-120.5,0.2659,op+dep,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 2/3년) | 성장자금형(positive): 매출 CAGR 51% + 마진 유지 · capex/매출 2.3%,0.02,company_history,4,UNLISTED_BLIND,,,3년 순부채 +139억 vs EBITDA합 -15억 / 매출 1원 성장에 순부채 1.09원 / 유동비율 88% / 현금/매출 2% / 영업적자 2/3년 / 런웨이 4개월
69.1,62.2,44.6,(주)농경,00605513,,false,제조업,화학물질·화학제품,REFI(롤오버형),324,0.012,17.1,0.053,148.7,8.7,1.146,1.161,4.4,112.1,1.863,9.383,0,0,measured_cashbridge,2025,audit,100.1,37.7,,,62.4,153.1,99.1,-57.1,43,0,0,op+dep,부실·리파이낸싱,부실·리파이낸싱(positive): 레버리지 부담은 크나 매출 회복 + 마진 반등 — 시황 저점 진입 가능성,0.02,company_history,,UNLISTED_BLIND,,,순부채/EBITDA 8.7x / 3년 순부채 +112억 vs EBITDA합 60억 / 매출 1원 성장에 순부채 9.38원 / 유동비율 116% / 현금/매출 1% / 현금 2년 연속 감소
69.1,60.4,47.8,(주)진로우성물산,00873664,,false,도소매,소매(자동차 제외),REFI(롤오버형),609.4,-0.001,27.6,0.045,299.5,10.9,1.146,1.21,5,137,1.823,,45,,netdebt_inferred,,,,,,,,,,,,,,,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 0/3년),0.008,company_history,,,,,순부채/EBITDA 10.9x / 3년 순부채 +137억 vs EBITDA합 75억 / 현금/매출 1%
69.1,53.6,60,태형물산(주),00893516,,false,제조업,펄프·종이 제조,REFI(롤오버형),484.2,-0.068,61,0.126,356.4,5.8,2.514,0.463,1,131.7,0.613,0.637,57,138,measured_cashbridge,2025,audit,42.3,46,,,-3.7,357.3,331.9,9.4,51.5,0.2,0.0004,op+dep,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 1/3년),0.02,company_history,,UNLISTED_BLIND,,,순부채/EBITDA 5.8x / 부채비율 251% (3년 64%p↑) / 3년 순부채 +132억 vs EBITDA합 215억 / 매출 1원 성장에 순부채 0.64원 / 유동비율 46% / 현금/매출 0% / 현금 2년 연속 감소
69.1,61.8,45,네파(주),00932930,,false,제조업,의복·모피 제조,DISTRESS(구조조정형),2887.6,-0.043,-16.1,-0.006,1982.3,,5.753,1.682,295.1,-587.7,-0.702,,23,502,measured_cashbridge,2025,audit,-43.1,92.5,,,-219.3,2277.4,203.3,189.1,127.5,18.5,0.0064,op+dep,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 2/3년),0.027,company_history,82,UNLISTED_BLIND,,,EBITDA 적자 -16억 / 부채비율 575% (3년 378%p↑) / EBITDA마진 9%→-1% / 영업적자 2/3년
69.1,47.9,70,(주)골드앤드실버,01085752,,false,제조업,기타 제품 제조,TIGHT(유동성형),2419.4,0.255,42,0.017,153.1,3.6,1.786,0.731,5.5,76.6,1.321,0.217,80,156,measured_cashbridge,2025,audit,-21.6,2.5,1.5,,-24,158.6,119.6,35.7,12.4,1.8,0.0007,op+dep,부실·리파이낸싱,부실·리파이낸싱(positive): 레버리지 부담은 크나 매출 회복 + 마진 반등 — 시황 저점 진입 가능성 | 성장자금형(positive): 매출 CAGR 26% + 마진 유지 · capex/매출 0.1%,0.02,company_history,3,,,,순부채/EBITDA 3.6x / 3년 순부채 +77억 vs EBITDA합 58억 / 유동비율 73% / 현금/매출 0% / 런웨이 3개월
69.1,82.3,8.3,에이치디씨신라면세점(주),01095476,,false,도소매,소매(자동차 제외),DISTRESS(구조조정형),6019,-0.152,195.8,0.033,1223.2,6.2,16.334,0.682,73.2,304.7,3,,0,0,measured_cashbridge,2025,audit,202,16.4,,,185.6,1296.4,690.8,-173.2,6,456.5,0.0758,op+dep,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 3/3년),0.009,company_history,,RECENTLY_FUNDED,2026-04-17,유상증자결정,순부채/EBITDA 6.2x / 부채비율 1633% (3년 1165%p↑) / 3년 순부채 +305억 vs EBITDA합 -268억 / 유동비율 68% / 현금/매출 1% / 영업적자 3/3년
69.1,65.9,37.9,(주)한국생활건강,01294040,,false,제조업,식료품 제조,REFI(롤오버형),314.5,-0.229,36.8,0.117,715.8,19.5,1.475,0.469,5.3,162.5,3,,87,233,measured_cashbridge,2025,audit,-7.2,0.6,,,-7.8,721.1,649.1,-8.8,-16,0,0,op+dep,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 1/3년),0.02,company_history,9,,,,순부채/EBITDA 19.5x / 3년 순부채 +163억 vs EBITDA합 -45억 / 유동비율 47% / 현금/매출 2% / 현금 2년 연속 감소 / 런웨이 9개월
69.1,66,37.5,(주)유니앤모터스,01870132,,false,도소매,자동차·부품 판매,REFI(롤오버형),304.9,,3.4,0.011,55.2,16.2,27.528,1.54,1.9,55.2,7.693,0.181,18,,netdebt_inferred,,,,,,,,,,,,,,,부실·리파이낸싱,부실·리파이낸싱(neutral): 레버리지·유동성 부담 — 구조적/일시적 판단 보류,0.015,industry_band,73,,,,순부채/EBITDA 16.2x / 부채비율 2753% (3년 2753%p↑) / 3년 순부채 +55억 vs EBITDA합 7억 / 현금/매출 1%
69,65,39.1,(주)룸코리아,01641275,,false,도소매,도매·상품중개,REFI(롤오버형),957.1,-0.015,21.7,0.023,148.3,6.8,1.925,0.749,20.5,100.5,1.994,1.089,23,69,measured_cashbridge,2025,audit,-8.8,0.8,,,-9.5,168.7,168.7,15.2,2.6,3.9,0.004,op+dep,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 0/3년),0.008,company_history,28,,,,순부채/EBITDA 6.8x / 3년 순부채 +101억 vs EBITDA합 50억 / 매출 1원 성장에 순부채 1.09원 / 유동비율 75% / 현금/매출 2%
69,79.5,12.8,(주)태성상사,01673733,,false,도소매,도매·상품중개,DISTRESS(구조조정형),1024.6,,-59.6,-0.058,101.5,,-4.082,0.391,8,101.5,3,0.099,45,,netdebt_inferred,,,,,,,,,,,,,,,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 2/3년 · 자본잠식),0.008,company_history,1,,,,EBITDA 적자 -60억 / 자본잠식 / EBITDA마진 0%→-6% / 3년 순부채 +101억 vs EBITDA합 -61억 / 유동비율 39% / 현금/매출 1% / 영업적자 2/3년 / 런웨이 1개월
69,62.6,43.5,(주)을지공조시스템,01649879,,false,도소매,도매·상품중개,REFI(롤오버형),739.1,0.003,21.3,0.029,152.3,7.2,1.626,1.396,29,100.5,1.613,1.161,2,24,measured_cashbridge,2025,audit,-3.2,0.3,0.2,,-3.5,181.3,92.2,3.8,2.8,-2.2,0.003,op+dep,부실·리파이낸싱,부실·리파이낸싱(positive): 레버리지 부담은 크나 매출 회복 + 마진 반등 — 시황 저점 진입 가능성,0.008,company_history,109,,,,순부채/EBITDA 7.2x / 3년 순부채 +101억 vs EBITDA합 62억 / 매출 1원 성장에 순부채 1.16원 / 현금/매출 4% / 현금 2년 연속 감소
69,55.3,56.4,정안철강(주),00371245,,false,제조업,금속가공제품,REFI(롤오버형),2270.7,0.012,96.2,0.042,998,10.4,2.037,1.167,69.4,244.8,0.853,3.103,58,,netdebt_inferred,,,,,,,,,,,,,,,부실·리파이낸싱,부실·리파이낸싱(neutral): 레버리지·유동성 부담 — 구조적/일시적 판단 보류,0.02,company_history,,,,,순부채/EBITDA 10.4x / 부채비율 204% / 3년 순부채 +245억 vs EBITDA합 287억 / 매출 1원 성장에 순부채 3.10원 / 유동비율 117% / 현금/매출 3%
69,33.9,95,(주)서한사,00131522,,false,숙박·음식,숙박업,GROWTH(성장자금형),1450.6,0.319,281,0.194,890,3.2,1.195,0.898,274.9,395.3,3.115,0.787,0,0,measured_cashbridge,2025,audit,292.7,97.1,0,,195.6,1165,324.2,-354.1,-89.4,28,0.0193,op+dep,부실·리파이낸싱,부실·리파이낸싱(positive): 레버리지 부담은 크나 매출 회복 + 마진 반등 — 시황 저점 진입 가능성 | 성장자금형(positive): 매출 CAGR 32% + 마진 유지 · capex/매출 6.7%,0.013,company_history,,UNLISTED_BLIND,,,순부채/EBITDA 3.2x / 3년 순부채 +395억 vs EBITDA합 127억 / 매출 1원 성장에 순부채 0.79원 / 유동비율 90%
69,45.5,74.1,태림산업(주),01101412,,false,건설업,종합 건설,GROWTH(성장자금형),477.3,0.182,39.9,0.084,382.6,9.6,1.9,1.107,32.9,86.3,0.759,0.459,17,,netdebt_inferred,,,,,,,,,,,,,,,부실·리파이낸싱,부실·리파이낸싱(neutral): 레버리지·유동성 부담 — 구조적/일시적 판단 보류 | 성장자금형(positive): 매출 CAGR 18% + 마진 유지,0.025,company_history,,,,,순부채/EBITDA 9.6x / 3년 순부채 +86억 vs EBITDA합 114억 / 유동비율 111%
69,50,65.9,(주)프론텍,00530936,,false,제조업,전기장비,TIGHT(유동성형),555.6,0.107,29.1,0.052,253.2,8.7,2.028,0.493,1.2,41.2,0.596,0.281,14,,netdebt_inferred,,,,,,,,,,,,,,,부실·리파이낸싱,부실·리파이낸싱(neutral): 레버리지·유동성 부담 — 구조적/일시적 판단 보류 | 성장자금형(positive): 매출 CAGR 11% + 마진 유지,0.02,company_history,,,,,순부채/EBITDA 8.7x / 부채비율 203% / 3년 순부채 +41억 vs EBITDA합 69억 / 유동비율 49% / 현금/매출 0%
69,66.7,36.1,(주)대한강재,00256681,,false,도소매,도매·상품중개,REFI(롤오버형),581.2,-0.11,18.6,0.032,151.5,8.2,1.258,1.066,3.4,29.1,2.657,,8,,netdebt_inferred,,,,,,,,,,,,,,,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 1/3년),0.008,company_history,,,,,순부채/EBITDA 8.2x / 3년 순부채 +29억 vs EBITDA합 11억 / 유동비율 107% / 현금/매출 1% / 현금 2년 연속 감소
69,63.5,41.5,(주)동양엘앤피,00973098,,false,제조업,펄프·종이 제조,REFI(롤오버형),546.1,-0.123,18.1,0.033,192,10.6,2.219,0.508,35,48.2,0.266,,0,0,measured_cashbridge,2025,audit,55.2,11.3,,,43.9,227,225.1,-65.8,-10.6,0,0,op+dep,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 2/3년),0.02,company_history,,UNLISTED_BLIND,,,순부채/EBITDA 10.6x / 부채비율 222% / EBITDA마진 8%→3% / 3년 순부채 +48억 vs EBITDA합 181억 / 유동비율 51% / 영업적자 2/3년
69,74.2,22.5,(주)우성종합건설,01146567,,false,건설업,종합 건설,DISTRESS(구조조정형),699.4,-0.067,-71.6,-0.102,1587.2,,3.526,1.458,143.2,496.6,3,,72,,netdebt_inferred,,,,,,,,,,,,,,,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 3/3년),0.081,company_history,11,,,,EBITDA 적자 -72억 / 부채비율 353% (3년 226%p↑) / 3년 순부채 +497억 vs EBITDA합 -418억 / 영업적자 3/3년 / 런웨이 11개월
69,61.8,44.7,(주)디에이치정공,01139521,,false,제조업,전기장비,REFI(롤오버형),325.4,-0.037,22.5,0.069,215.7,9.6,2.615,0.563,30.7,171,2.011,1.573,0,5,measured_cashbridge,2025,audit,17.4,3.1,,,14.3,246.4,187.8,-18.7,-1.3,0,0,op+dep,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 0/3년),0.02,company_history,,UNLISTED_BLIND,,,순부채/EBITDA 9.6x / 부채비율 262% / 3년 순부채 +171억 vs EBITDA합 85억 / 매출 1원 성장에 순부채 1.57원 / 유동비율 56%
69,75.9,19.3,에어로케이항공(주),01298550,,false,운수·물류,창고·운송관련 서비스,DISTRESS(구조조정형),2136.6,1.183,-378.3,-0.177,538.8,,40.582,0.84,611.5,857.1,3,0.625,0,208,measured_cashbridge,2025,audit,30.8,15.6,,,-235.9,1150.4,306.5,-407.9,738.4,415.4,0.1944,op+dep,부실·리파이낸싱,부실·리파이낸싱(negative): 구조적 악화 (영업적자 3/3년) | 성장자금형(positive): 매출 CAGR 118% + 마진 유지 · capex/매출 0.7%,0.015,company_history,,,,,EBITDA 적자 -378억 / 부채비율 4058% (3년 4250%p↑) / 3년 순부채 +857억 vs EBITDA합 -453억 / 매출 1원 성장에 순부채 0.62원 / 유동비율 84% / 영업적자 3/3년
68.9,64.6,39.4,(주)드림메탈,01663879,,false,전기·가스·환경,폐기물 처리·자원재생,TIGHT(유동성형),442.5,,11.7,0.027,44.4,3.8,8.041,0.823,0.6,49.4,1.634,0.074,24,32,measured_cashbridge,2025,audit,7.7,7.7,,,0,45.1,43.1,6.2,7.7,6.2,0.014,op+dep,부실·리파이낸싱,부실·리파이낸싱(neutral): 레버리지·유동성 부담 — 구조적/일시적 판단 보류,0.015,company_history,,UNLISTED_BLIND,,,순부채/EBITDA 3.8x / 부채비율 804% (3년 804%p↑) / 3년 순부채 +49억 vs EBITDA합 30억 / 유동비율 82% / 현금/매출 0% / 현금 2년 연속 감소
68.9,64.6,39.5,금성농산영농조합법인,01664896,,false,도소매,도매·상품중개,REFI(롤오버형),363.3,,9.7,0.027,55.2,5.7,3.711,0.723,9.9,55.2,2.435,0.152,16,,netdebt_inferred,,,,,,,,,,,,,,,부실·리파이낸싱,부실·리파이낸싱(neutral): 레버리지·유동성 부담 — 구조적/일시적 판단 보류,0.008,company_history,,,,,순부채/EBITDA 5.7x / 부채비율 371% (3년 371%p↑) / 3년 순부채 +55억 vs EBITDA합 23억 / 유동비율 72% / 현금/매출 3%
68.9,30.9,100,(주)세라젬,00372916,,false,제조업,의료·정밀·광학기기,WC_BURN(운전자본형),5497.9,0.249,784.6,0.143,-1213.5,-1.5,1.415,1.57,1485.6,4046.3,1.387,1.423,0,0,measured_cashbridge,2025,audit,819,395.1,89.8,,174.3,272.1,188.2,819.8,599.6,1039.2,0.189,op+dep,성장,성장자금형(negative): 매출 CAGR 25% 인데 EBITDA마진 2.6%p 훼손 — 기존사업 하락을 외형성장으로 마스킹하는지 확인 필요,0.1,company_history,,UNLISTED_BLIND,,,"EBITDA마진 14%→14% / 3년 순부채 +4,046억 vs EBITDA합 2,917억 / 매출 1원 성장에 순부채 1.42원"
